pH,Hardness,Solids,Chlorine,Sulfate,Lead,Mercury,Coliform,Quality
7.21,329.4,471.9,7.461,1328.1,0.0014,0.00067,21,Nguy hiểm
3.79,119.2,894.3,4.4,190.5,0.00017,0.00073,17,Nguy hiểm
7.47,624.2,426.8,0.975,86.7,0.00636,0.00862,671,Kém
6.28,98.3,257.5,1.187,109.6,0.17671,0.00072,10,Nguy hiểm
5.31,209.2,113.2,4.575,832.4,0.01796,0.0034,18,Kém
7.34,147.6,163.0,1.077,206.7,0.00529,0.0012,3,Tốt
8.09,85.5,130.8,1.041,185.6,0.01079,0.00308,59,Trung bình
7.94,384.4,293.3,0.726,189.1,0.01268,0.00126,162,Trung bình
10.09,550.8,445.7,1.338,558.1,0.00095,8e-05,162,Kém
7.54,100.2,986.3,0.525,1101.9,0.00509,0.00107,4758,Nguy hiểm
9.69,540.9,95.0,0.088,620.6,0.00596,0.00525,3,Kém
7.76,185.5,435.3,1.326,121.4,0.00064,0.00043,17,Tốt
7.4,752.5,135.6,0.483,214.8,0.00265,0.02637,18,Nguy hiểm
6.83,101.2,427.9,1.103,48.7,0.00307,0.00026,3,Tốt
7.27,131.5,358.6,1.215,312.5,0.15377,0.00029,1,Nguy hiểm
8.0,143.1,308.2,1.443,74.4,0.00049,0.0011,2,Tốt
6.72,97.0,989.1,0.878,211.8,0.00182,0.00318,16,Trung bình
7.78,194.6,345.0,1.609,161.5,0.00038,0.00024,21,Tốt
8.85,372.1,485.0,0.082,217.4,0.00546,0.00075,7,Trung bình
5.39,709.4,351.0,1.219,650.2,0.00539,0.0009,80,Kém
7.25,181.3,145.1,1.383,124.0,0.0017,4e-05,15,Tốt
7.16,131.0,2106.2,4.531,810.7,0.00442,0.00457,15,Kém
4.17,175.3,1009.8,1.449,132.5,0.00771,0.00141,10,Nguy hiểm
9.01,179.6,864.2,0.528,357.5,0.00472,0.00069,1887,Nguy hiểm
11.02,175.2,175.4,9.532,178.6,0.00564,0.00066,7,Nguy hiểm
9.07,411.3,180.0,1.988,41.1,0.01415,0.00044,12,Trung bình
7.09,176.3,437.4,1.598,1332.8,0.00772,0.0118,4421,Nguy hiểm
8.14,343.4,851.9,0.053,180.6,0.00107,0.0007,16,Trung bình
6.86,639.3,1685.8,1.21,75.9,0.00755,0.00117,622,Kém
6.85,201.0,81.3,0.763,105.2,0.05617,0.02062,13,Nguy hiểm
10.22,138.4,385.3,1.465,219.4,0.04259,0.00615,146,Kém
8.09,130.4,165.2,1.907,119.5,0.01195,0.00224,17,Trung bình
7.45,216.0,158.0,1.167,215.8,0.00098,0.00095,11,Tốt
7.95,711.0,382.4,1.675,551.1,0.03744,1e-05,8,Kém
7.72,139.2,448.6,1.208,102.0,0.01417,0.0012,166,Trung bình
4.41,820.9,196.5,1.028,1302.3,0.01108,0.00122,8,Nguy hiểm
7.77,109.5,462.1,0.476,208.0,0.00125,0.00036,5,Tốt
7.97,200.5,921.4,0.503,1321.4,0.00492,0.00022,21,Nguy hiểm
7.96,101.5,102.5,1.151,206.7,0.00206,0.00073,15,Tốt
8.13,203.8,307.4,0.85,292.0,0.01436,0.00046,118,Trung bình
6.0,100.6,1080.9,1.333,81.4,0.01417,0.00104,6,Trung bình
5.25,409.5,464.3,0.514,1097.1,0.00704,0.00059,4,Nguy hiểm
8.03,119.0,415.2,1.591,153.3,0.0025,0.00088,8,Tốt
7.09,323.2,2017.4,4.712,131.0,0.03558,0.00894,22,Kém
7.83,206.9,393.9,3.294,149.1,0.01164,0.00076,13,Trung bình
7.41,347.0,424.6,1.524,151.9,0.01374,0.00094,20,Trung bình
6.8,92.8,374.2,1.842,124.3,0.00244,0.00119,13,Tốt
7.55,104.6,874.0,1.695,1292.6,0.00538,0.0025,4,Nguy hiểm
7.56,128.8,1017.0,1.064,315.9,0.00305,0.00034,24,Trung bình
3.51,177.8,2127.4,1.054,90.2,0.11497,0.0001,2771,Nguy hiểm
3.95,81.2,1002.6,1.884,158.5,0.00212,0.00836,10,Nguy hiểm
7.83,88.0,457.0,1.411,53.4,0.00649,0.00147,4,Tốt
7.18,411.5,169.8,0.406,1166.2,0.00786,0.0012,8,Nguy hiểm
7.64,173.0,949.1,0.08,128.7,0.00674,0.00084,1,Trung bình
7.19,89.8,199.5,0.574,211.6,0.00122,0.00121,19,Tốt
8.87,125.2,203.4,5.78,634.6,0.00678,0.0011,23,Nguy hiểm
8.01,190.7,313.0,1.166,195.1,0.00733,0.00087,1,Tốt
6.44,334.0,341.3,0.452,83.9,0.00669,0.00072,2,Trung bình
7.96,706.8,408.0,1.588,159.2,0.09447,0.0003,19,Nguy hiểm
8.17,130.0,216.0,3.682,66.9,0.00012,0.00113,146,Trung bình
7.72,657.6,835.3,0.843,670.6,0.02352,0.00819,1,Kém
6.03,218.7,735.8,3.543,184.0,0.0065,0.001,8,Trung bình
5.42,128.3,376.7,1.308,536.2,0.01773,0.00857,25,Kém
10.22,211.7,1694.8,0.909,148.1,0.00101,0.00546,782,Kém
7.45,131.6,1923.3,1.881,169.3,0.02116,0.00066,697,Kém
5.34,174.6,1620.4,1.513,81.5,0.00128,0.00667,21,Kém
7.62,94.2,1951.6,4.525,65.7,0.00423,0.00681,642,Kém
7.27,181.3,352.0,0.343,112.2,0.00647,0.00017,6,Tốt
6.99,90.6,423.9,4.877,1161.1,0.00019,0.00844,2253,Nguy hiểm
6.88,411.9,288.4,8.568,78.5,0.00759,0.02451,0,Nguy hiểm
6.84,412.8,2704.2,1.804,46.0,0.02251,0.00068,2409,Nguy hiểm
11.27,647.8,265.2,1.662,1332.2,0.00571,0.00137,3,Nguy hiểm
9.68,662.6,390.6,0.403,1203.8,0.00245,0.00699,16,Nguy hiểm
7.89,89.6,390.3,1.987,154.7,0.00129,0.00124,19,Tốt
8.12,98.4,250.0,1.741,126.7,0.00218,0.00123,9,Tốt
6.86,180.0,265.1,0.657,40.2,0.00271,0.0005,6,Tốt
7.81,90.8,112.4,1.656,130.5,0.00192,0.00144,15,Tốt
10.11,136.3,2094.7,0.766,804.8,0.00325,0.00059,280,Kém
7.73,84.9,300.5,0.842,316.6,0.0054,0.00096,92,Trung bình
7.93,559.8,1532.5,0.549,574.6,0.00708,0.00748,6,Kém
7.74,171.0,472.0,3.774,371.9,0.00331,0.00068,2,Trung bình
6.79,172.9,437.0,1.631,267.4,0.00264,0.00317,180,Trung bình
7.07,89.1,427.5,1.697,67.8,0.00589,0.00094,25,Tốt
6.93,217.4,436.6,0.411,1162.7,0.00284,0.00082,1988,Nguy hiểm
8.75,108.0,98.7,1.118,260.8,0.00412,0.00365,5,Trung bình
7.13,190.2,322.7,1.954,121.8,0.00735,0.00048,17,Tốt
7.12,415.9,84.2,0.71,317.4,0.01389,0.00054,4,Trung bình
7.77,137.7,449.3,1.199,209.3,0.00303,0.00123,2,Tốt
5.3,167.2,1791.9,0.577,736.1,0.00076,0.00038,8,Kém
6.01,151.5,830.8,1.114,104.9,0.00436,0.0007,2,Trung bình
6.99,125.4,439.2,1.83,381.1,0.01066,0.00028,23,Trung bình
10.11,530.3,209.1,0.066,104.6,0.0436,0.00658,5,Kém
7.61,130.8,151.8,1.751,191.1,0.00287,0.00056,5,Tốt
7.46,591.1,90.4,1.117,170.1,0.00396,0.01301,8,Nguy hiểm
7.25,98.8,444.6,0.031,391.7,0.00456,0.00114,109,Trung bình
7.44,95.6,725.5,0.661,152.5,0.01364,0.00297,15,Trung bình
7.52,151.1,272.7,5.401,1107.8,0.0005,0.00459,20,Nguy hiểm
9.08,107.7,491.0,1.487,143.4,0.00111,0.00141,127,Trung bình
6.38,156.3,464.4,1.062,413.0,0.00154,0.0035,21,Trung bình
6.71,126.9,288.2,0.356,555.1,0.03844,0.00671,104,Kém
8.81,198.7,316.7,1.644,89.1,0.01411,0.00103,134,Trung bình
7.44,176.1,1039.2,0.442,215.1,0.00144,0.00074,1411,Nguy hiểm
7.95,147.2,388.3,0.088,194.0,0.01439,0.00308,11,Trung bình
8.02,148.9,1510.0,1.798,1295.9,0.00271,0.00054,5,Nguy hiểm
6.08,174.3,377.0,7.044,137.0,0.04063,0.00098,11,Nguy hiểm
7.26,191.7,340.7,1.803,219.5,0.00372,0.00052,3,Tốt
8.0,138.3,442.7,1.063,96.9,0.00065,0.00096,0,Tốt
7.69,80.8,374.6,1.283,83.8,0.12047,0.00649,639,Nguy hiểm
6.97,179.1,403.7,0.74,68.3,0.00563,0.02786,433,Nguy hiểm
5.4,152.0,409.3,4.918,654.1,0.00224,0.00797,1,Kém
6.72,157.9,281.4,1.21,125.0,0.00702,0.00032,4,Tốt
6.76,121.0,411.2,1.396,150.1,0.00755,0.00148,15,Tốt
5.26,700.5,1965.8,1.57,143.1,0.00072,0.00481,14,Kém
8.01,90.9,126.0,0.05,544.8,0.04322,0.02563,4,Nguy hiểm
8.05,163.0,159.5,0.606,171.8,0.00391,0.0008,14,Tốt
7.21,140.3,135.2,1.451,79.1,0.0075,6e-05,13,Tốt
8.19,101.7,1888.8,1.993,114.6,0.00466,0.00524,1198,Nguy hiểm
7.29,165.7,354.8,1.808,103.0,0.00513,0.00104,4,Tốt
7.36,412.7,1010.3,1.74,107.8,0.00257,0.00076,175,Trung bình
8.05,85.4,307.6,0.945,209.9,0.00201,0.00069,15,Tốt
9.86,609.2,153.5,1.201,50.8,0.00297,0.00764,3853,Nguy hiểm
8.17,173.7,275.4,0.343,58.5,0.00773,0.00035,18,Tốt
7.14,169.6,112.4,1.442,217.2,0.01197,0.00056,2838,Nguy hiểm
6.83,575.3,1721.9,4.328,197.8,0.01602,0.00073,17,Kém
11.7,511.7,333.1,7.82,196.8,0.00587,0.00122,24,Nguy hiểm
10.22,191.2,399.7,1.228,806.6,0.00447,0.00476,19,Kém
7.39,875.1,163.8,1.171,384.3,0.00637,0.01358,2734,Nguy hiểm
4.47,145.3,1011.0,1.267,80.0,0.00048,0.01183,7,Nguy hiểm
6.77,401.6,394.0,1.797,44.4,0.00027,0.00266,21,Trung bình
8.16,163.0,2413.5,0.655,290.7,0.00431,0.03708,24,Nguy hiểm
7.27,159.7,2130.7,0.526,847.0,0.01233,0.00628,570,Kém
7.77,157.1,208.7,0.999,67.7,0.00715,0.00142,24,Tốt
7.3,162.6,485.3,0.689,219.5,0.00061,0.00072,8,Tốt
6.89,95.9,954.6,4.005,156.0,0.0059,0.00261,4,Trung bình
7.57,690.6,95.6,0.6,510.9,0.00721,0.0075,1,Kém
7.28,209.4,876.6,1.092,219.0,0.00427,0.04725,15,Nguy hiểm
7.81,611.3,432.2,1.385,41.1,0.02405,0.00505,16,Kém
6.78,966.5,99.8,1.346,187.2,0.00337,0.00284,3087,Nguy hiểm
7.35,705.9,401.9,0.814,217.5,0.00582,0.00663,554,Kém
7.49,128.1,2777.1,3.322,155.2,0.0021,0.00039,2592,Nguy hiểm
8.07,155.5,178.0,1.001,121.1,0.0048,0.00014,4,Tốt
7.72,139.9,1617.2,4.776,775.7,0.01797,0.0013,173,Kém
6.84,903.8,370.7,7.466,55.1,0.00132,0.00786,15,Nguy hiểm
6.95,333.2,301.0,0.462,207.1,0.01181,0.00136,89,Trung bình
7.44,726.4,168.1,0.872,89.4,0.00511,0.04098,23,Nguy hiểm
9.92,94.1,2716.5,9.468,106.6,0.00595,0.0003,645,Nguy hiểm
6.81,603.4,306.1,4.422,697.7,0.00513,0.00328,23,Kém
8.11,83.1,421.5,1.519,93.0,0.00682,0.00125,19,Tốt
5.25,351.3,148.3,1.075,131.4,0.00055,0.00794,726,Kém
6.42,97.5,2031.8,0.701,156.0,0.04143,0.00613,14,Kém
7.23,348.2,341.1,0.589,283.5,0.01376,0.00036,21,Trung bình
7.3,203.6,323.3,4.171,150.4,0.00655,0.04253,23,Nguy hiểm
7.87,354.8,981.7,1.547,66.2,0.01192,0.00114,21,Trung bình
8.8,120.6,389.8,0.978,324.2,0.00619,0.037,3013,Nguy hiểm
9.94,194.0,869.2,4.88,691.5,0.00769,0.00538,13,Kém
7.01,517.0,1096.5,9.254,415.8,0.0019,0.00142,20,Nguy hiểm
7.68,106.0,288.4,4.394,289.8,0.01716,0.00696,546,Kém
6.71,202.0,119.8,1.796,127.1,0.00576,0.001,15,Tốt
7.46,198.6,234.8,0.816,68.8,0.00253,0.00096,0,Tốt
8.76,139.5,964.6,0.997,146.5,0.002,0.0006,107,Trung bình
7.26,716.0,475.1,1.501,124.3,0.03408,0.00877,18,Kém
9.79,585.3,423.9,4.334,185.0,0.00256,0.00053,643,Kém
7.09,107.2,477.2,1.591,56.8,0.00539,0.00058,12,Tốt
9.68,103.3,1960.1,1.92,721.0,0.0017,0.00064,19,Kém
6.75,194.6,2098.1,6.456,628.1,0.04253,0.00149,4,Nguy hiểm
6.8,114.4,341.7,1.996,211.0,0.00177,0.0011,12,Tốt
7.13,106.9,266.2,1.321,336.8,0.00243,0.00338,20,Trung bình
7.97,594.5,911.2,4.535,98.5,0.02019,0.0002,383,Kém
6.37,84.1,968.3,0.047,74.1,0.0005,0.00094,24,Trung bình
7.38,80.3,134.1,4.337,322.0,0.16277,0.00346,9,Nguy hiểm
8.13,182.0,220.9,1.77,112.4,0.00257,0.00117,23,Tốt
6.36,663.6,1948.6,0.777,846.7,0.03774,0.00032,5,Kém
5.31,542.7,871.9,0.766,778.9,0.03695,0.00025,23,Kém
6.78,170.7,457.9,1.018,61.8,0.00175,0.00138,8,Tốt
7.02,201.9,329.8,0.904,135.0,0.00766,0.00081,13,Tốt
6.72,185.1,473.4,0.491,165.5,0.0035,0.00133,9,Tốt
6.38,87.2,869.4,1.394,1093.9,0.18832,0.00115,10,Nguy hiểm
7.55,598.2,184.9,1.955,585.8,0.0011,0.00535,12,Kém
5.42,592.2,334.9,1.748,45.3,0.00038,0.00545,19,Kém
7.4,155.2,89.1,4.941,285.8,0.02653,0.00109,691,Kém
8.95,90.0,173.1,3.329,56.6,0.00073,0.00029,2,Trung bình
6.99,306.5,167.5,3.672,153.8,0.00529,0.0006,11,Trung bình
10.02,157.7,791.2,1.911,730.7,0.00257,0.00526,635,Kém
8.17,560.4,374.1,1.937,137.4,0.01248,0.00597,493,Kém
6.27,635.4,105.3,0.479,1114.6,0.07071,0.00067,8,Nguy hiểm
7.71,179.2,414.5,1.549,156.2,0.00403,0.00105,4,Tốt
7.34,199.3,486.9,1.51,214.4,0.00274,0.001,23,Tốt
7.99,90.8,238.9,0.707,168.3,0.00692,0.00052,11,Tốt
10.25,114.8,1625.0,1.203,184.7,0.00533,0.00659,784,Kém
9.69,426.2,447.7,4.484,172.3,0.00497,0.00133,323,Kém
10.22,687.9,1731.9,4.223,212.3,0.00738,0.00056,5,Kém
7.96,579.1,452.0,0.946,589.9,0.01949,0.00124,362,Kém
7.81,99.7,1890.0,0.516,790.6,0.00137,0.0066,583,Kém
8.99,544.0,1740.8,4.447,154.1,0.00383,0.00617,21,Kém
7.29,164.4,1546.9,0.949,655.9,0.01659,0.00139,852,Kém
6.1,427.9,93.4,1.991,145.3,0.00372,0.0013,12,Trung bình
6.3,559.6,143.7,4.316,74.2,0.02833,4e-05,538,Kém
7.98,144.0,426.9,6.851,1056.9,0.00291,0.02472,4742,Nguy hiểm
7.4,194.8,295.6,1.744,54.6,0.00348,0.00111,12,Tốt
11.07,92.2,128.1,0.075,194.1,0.04202,0.00032,4,Nguy hiểm
6.95,155.2,338.6,0.555,149.4,0.00124,0.0007,21,Tốt
6.97,428.7,138.3,1.319,332.2,0.00507,0.00121,0,Trung bình
7.52,142.4,406.4,1.062,189.9,0.01221,0.00328,13,Trung bình
5.39,629.1,434.2,1.981,821.7,0.00776,0.00068,329,Kém
6.76,217.3,424.5,0.619,208.4,0.00218,0.00052,21,Tốt
8.92,351.8,896.1,0.391,208.1,0.00173,0.00135,7,Trung bình
7.63,144.1,1083.7,0.825,303.3,0.00467,0.00313,10,Trung bình
6.73,212.5,275.2,1.802,145.4,0.00431,0.00027,2,Tốt
7.98,129.0,112.9,0.81,163.4,0.00441,0.0009,4,Tốt
7.86,93.8,496.2,0.613,56.3,0.00652,0.0006,19,Tốt
7.25,373.1,307.8,1.284,268.0,0.00331,0.00025,16,Trung bình
7.0,84.1,127.6,0.725,44.3,0.0057,0.0002,9,Tốt
7.0,355.3,715.0,0.761,194.5,0.00369,0.00061,7,Trung bình
7.59,162.7,1709.9,0.354,114.9,0.00081,8e-05,3075,Nguy hiểm
5.13,690.1,371.3,4.482,167.0,0.00283,0.00076,792,Kém
7.36,114.9,371.0,0.353,298.8,0.0063,0.00339,57,Trung bình
8.14,205.0,416.6,0.979,132.8,0.00581,0.00136,10,Tốt
6.98,182.4,241.9,7.892,150.9,0.14632,0.00113,16,Nguy hiểm
8.19,580.2,336.3,1.616,721.8,0.04277,0.00538,17,Kém
6.84,108.5,2106.8,1.226,590.7,0.04094,0.00037,14,Kém
11.47,166.9,400.9,4.339,1151.5,0.08809,0.00124,22,Nguy hiểm
5.22,89.7,1942.8,1.519,68.7,0.03351,0.00061,22,Kém
6.42,180.2,280.6,1.41,153.4,0.00402,0.00343,23,Trung bình
7.64,533.1,274.1,1.997,182.8,0.02627,0.00019,467,Kém
7.12,190.1,259.0,0.982,140.1,0.00088,0.00114,4,Tốt
6.8,141.9,89.2,5.326,1123.1,0.0031,0.00083,495,Nguy hiểm
6.87,312.8,899.1,1.82,192.9,0.0051,0.00069,5,Trung bình
11.86,85.0,1980.5,0.591,136.8,0.00437,0.03352,6,Nguy hiểm
8.07,168.2,257.4,7.435,68.9,0.00122,0.00667,22,Nguy hiểm
10.13,538.5,259.2,1.777,728.2,0.01397,0.00084,20,Kém
7.41,84.8,2169.6,3.498,524.4,0.00114,0.00684,273,Kém
8.12,128.4,355.4,1.736,1219.1,0.00345,0.02213,4747,Nguy hiểm
6.28,216.3,1025.6,1.756,818.7,0.00261,0.00021,4915,Nguy hiểm
6.87,717.8,371.2,1.928,516.0,0.00274,0.00486,646,Kém
7.96,120.2,137.1,9.318,79.4,0.00738,0.03731,646,Nguy hiểm
7.39,139.2,481.2,1.216,210.2,0.00793,0.00029,22,Tốt
7.43,113.3,347.9,1.525,207.0,0.00317,0.00016,3,Tốt
8.19,167.3,1048.6,1.304,345.8,0.01367,0.00086,24,Trung bình
6.99,308.1,132.2,0.964,1397.3,0.01084,0.00674,15,Nguy hiểm
6.84,153.9,193.7,1.033,129.1,0.00572,0.00017,11,Tốt
7.94,136.5,332.1,0.694,202.7,0.00788,0.0005,8,Tốt
7.03,110.4,255.0,1.566,82.3,0.00128,0.00058,14,Tốt
6.22,105.5,988.6,1.799,142.3,0.00636,0.00043,9,Trung bình
7.66,88.6,288.1,1.288,92.4,0.00788,0.00024,25,Tốt
7.33,135.8,214.5,1.89,365.6,0.00769,0.02805,7,Nguy hiểm
6.92,199.7,230.0,1.134,323.0,0.01232,0.0008,22,Trung bình
7.23,139.2,110.5,0.9,51.9,0.00032,0.00074,6,Tốt
10.17,215.0,150.6,1.818,1337.0,0.00354,0.00095,1243,Nguy hiểm
8.1,82.3,317.4,0.995,67.7,0.00609,0.00054,3,Tốt
9.92,169.3,230.0,0.031,153.2,0.0279,0.00663,438,Kém
7.73,547.7,221.4,0.794,1058.3,0.00795,0.00112,17,Nguy hiểm
6.97,174.5,290.5,5.845,114.5,0.03084,0.04508,3,Nguy hiểm
4.61,110.9,340.4,8.68,608.4,0.00375,0.00088,13,Nguy hiểm
7.33,107.6,161.2,1.283,109.2,0.00037,0.00046,24,Tốt
7.99,306.1,328.3,0.973,174.3,0.01086,0.00123,21,Trung bình
6.15,367.9,148.1,0.596,190.6,0.00684,0.00098,10,Trung bình
8.66,143.3,936.2,0.437,217.3,0.00635,8e-05,9,Trung bình
5.28,179.5,176.1,4.635,81.2,0.01285,0.007,23,Kém
7.2,149.5,407.2,1.033,147.6,0.01293,0.00241,61,Trung bình
9.69,166.9,1696.1,1.364,697.6,0.02039,0.00099,21,Kém
7.98,99.9,957.4,1.223,190.3,0.07585,9e-05,18,Nguy hiểm
5.17,675.0,93.4,0.651,705.9,0.00264,0.00761,25,Kém
7.11,812.7,224.3,1.961,782.1,0.00222,0.03618,16,Nguy hiểm
7.66,382.8,284.8,3.463,202.3,9e-05,0.00053,10,Trung bình
7.17,158.3,171.9,0.358,368.3,0.02653,0.00247,3810,Nguy hiểm
7.29,136.5,132.5,1.917,60.1,0.00014,0.00083,6,Tốt
9.88,206.4,1952.8,0.833,769.6,0.00618,0.0009,783,Kém
10.23,83.9,1069.8,5.825,144.0,0.00708,0.0008,15,Nguy hiểm
9.97,689.9,207.5,4.872,142.1,0.03533,0.00018,12,Kém
7.48,208.8,312.8,0.336,74.4,0.0053,0.00134,22,Tốt
7.76,123.1,334.4,1.043,80.5,0.00223,0.00137,0,Tốt
11.76,581.8,2244.2,0.613,67.7,0.11285,0.00109,25,Nguy hiểm
5.25,210.8,223.3,4.413,111.0,0.03649,0.00861,10,Kém
7.01,198.6,312.0,0.831,302.7,0.00453,0.0025,139,Trung bình
7.36,168.2,478.9,0.401,373.0,0.0135,0.00236,13,Trung bình
7.69,180.3,371.1,5.517,99.6,0.12164,0.00057,17,Nguy hiểm
7.88,129.4,300.6,0.723,79.1,2e-05,0.00103,24,Tốt
9.67,123.4,1512.3,4.556,121.6,0.00182,0.00333,639,Kém
7.22,83.2,144.5,1.483,112.6,0.00404,0.00123,17,Tốt
6.72,133.4,312.9,1.443,47.5,0.00673,0.00127,9,Tốt
5.32,93.0,2167.9,0.305,825.7,0.0025,0.00084,0,Kém
5.44,90.6,1973.7,0.443,202.8,0.00224,0.00013,467,Kém
7.86,112.4,299.5,1.872,215.0,0.00083,0.00071,7,Tốt
10.91,85.6,134.0,1.756,789.1,0.00166,0.00112,1464,Nguy hiểm
8.09,105.7,499.3,1.749,96.7,0.00173,0.00268,4514,Nguy hiểm
7.47,82.3,133.1,0.611,152.2,0.01082,8e-05,1952,Nguy hiểm
6.89,205.0,385.1,1.237,97.5,0.00307,0.0002,16,Tốt
5.24,121.4,95.8,3.99,709.5,0.03696,0.00508,25,Kém
8.09,169.7,85.0,0.933,57.4,0.00564,0.00017,5,Tốt
9.88,175.4,177.2,1.93,1331.4,0.00475,0.00134,22,Nguy hiểm
6.86,354.7,1082.9,1.403,209.8,0.00725,0.0005,1,Trung bình
7.26,405.3,453.3,0.353,128.5,0.0024,0.00039,113,Trung bình
7.04,149.6,320.5,1.034,131.8,0.00383,0.00058,21,Tốt
7.67,115.6,370.5,0.334,192.6,0.00051,0.00132,25,Tốt
8.2,82.2,202.1,1.591,122.8,0.00342,0.00075,0,Tốt
6.2,139.8,208.2,1.641,401.0,0.00489,0.00021,3,Trung bình
7.13,99.4,228.1,1.072,187.2,0.00216,0.0004,1,Tốt
7.14,150.1,2151.4,0.459,625.1,0.04282,0.0069,4,Kém
7.54,176.4,2192.4,0.535,1062.4,0.03085,0.00012,406,Nguy hiểm
6.92,146.1,484.6,0.814,206.2,0.00577,0.00293,117,Trung bình
7.99,117.2,987.8,0.707,80.9,0.01439,0.00057,104,Trung bình
6.84,152.6,177.1,1.178,171.5,0.00196,0.00023,12,Tốt
7.99,361.8,299.4,1.656,389.7,0.0035,0.00373,13,Trung bình
7.6,161.6,828.7,1.02,257.8,0.0046,0.00038,150,Trung bình
7.72,320.7,319.2,4.109,101.4,0.00531,0.00124,22,Trung bình
7.61,127.6,276.6,0.055,357.6,0.00271,0.00139,8,Trung bình
9.84,108.1,201.2,1.878,165.4,0.00499,0.00802,739,Kém
9.61,340.3,233.6,4.387,522.9,0.00519,0.00031,807,Kém
6.35,184.0,131.2,4.425,88.9,0.05814,0.00073,13,Nguy hiểm
7.82,338.8,233.6,0.779,137.4,0.01447,0.00224,14,Trung bình
7.54,578.0,2732.7,5.326,125.5,0.00067,0.00747,2,Nguy hiểm
8.7,127.8,765.4,1.116,168.3,0.00573,0.00024,103,Trung bình
5.2,89.5,1783.3,4.726,190.6,0.04154,0.00312,19,Kém
6.77,211.7,208.9,1.288,144.5,0.00306,0.00015,18,Tốt
7.2,400.7,224.9,0.051,73.6,0.00126,0.00282,11,Trung bình
6.13,142.7,1683.2,0.457,573.6,0.03645,0.00015,24,Kém
8.68,409.9,972.9,0.847,123.9,0.00466,0.00012,13,Trung bình
7.3,155.3,154.5,1.44,136.0,0.00115,0.00134,25,Tốt
10.0,522.9,1991.3,1.831,381.1,0.00392,0.00647,9,Kém
6.98,364.9,1589.4,0.991,172.3,0.1283,0.00148,688,Nguy hiểm
7.14,661.0,194.5,9.829,118.7,0.00519,0.00105,1,Nguy hiểm
7.33,816.2,107.5,1.957,164.0,0.0174,0.03797,625,Nguy hiểm
6.81,96.4,184.6,0.023,84.4,0.00762,0.02826,19,Nguy hiểm
11.76,193.7,1550.8,1.639,208.4,0.00685,0.00271,820,Nguy hiểm
7.72,768.0,180.4,1.459,1191.6,0.15984,1e-05,82,Nguy hiểm
7.03,191.9,345.9,9.57,1156.5,0.00178,0.00033,1264,Nguy hiểm
7.86,86.9,438.2,1.959,152.8,0.0069,0.00109,17,Tốt
7.66,196.9,312.5,1.44,123.0,0.00387,0.00028,19,Tốt
6.92,117.8,255.9,1.187,111.7,0.00482,0.00092,23,Tốt
8.03,192.4,165.3,1.751,107.5,0.00573,0.00021,24,Tốt
7.14,85.3,389.5,1.182,121.1,0.00507,0.00112,22,Tốt
6.72,218.6,889.9,0.63,294.0,0.00634,0.00101,0,Trung bình
8.95,201.7,2113.1,1.956,137.9,0.00645,0.00122,2972,Nguy hiểm
6.82,133.0,112.0,1.641,81.3,0.00579,0.00113,12,Tốt
6.87,102.1,1998.6,1.41,40.2,0.0261,6e-05,282,Kém
7.58,96.5,430.1,6.091,749.1,0.00763,0.00227,141,Nguy hiểm
5.13,180.4,1834.3,0.377,219.3,0.00619,0.00483,10,Kém
7.9,85.6,1590.3,4.784,49.2,0.00573,0.00774,447,Kém
7.09,208.9,227.1,0.81,143.8,0.00101,0.00113,19,Tốt
11.57,865.9,1550.1,1.45,1380.4,0.00479,0.00029,1,Nguy hiểm
8.69,112.6,191.4,1.031,110.4,0.01116,0.00057,128,Trung bình
5.26,530.1,1554.8,0.079,160.7,0.00454,0.00535,18,Kém
5.31,588.5,1950.0,1.651,107.3,0.00405,0.00602,138,Kém
7.25,366.8,1074.1,1.557,44.9,0.00227,0.00309,13,Trung bình
8.03,116.5,137.4,1.673,73.0,0.00187,0.00364,79,Trung bình
5.26,697.6,364.8,4.419,62.2,0.01156,0.00494,17,Kém
7.63,146.4,417.9,0.312,85.3,0.00357,0.00139,14,Tốt
6.87,95.0,319.5,3.328,166.6,0.00393,0.0022,138,Trung bình
6.91,197.0,2827.6,0.812,1358.2,0.13942,0.00014,341,Nguy hiểm
8.12,127.0,385.7,0.039,733.6,0.00503,0.00841,647,Kém
4.26,547.9,492.5,0.472,753.9,0.00781,0.00148,8,Nguy hiểm
7.89,192.5,247.8,1.549,69.5,0.00327,0.00032,11,Tốt
8.91,380.5,130.5,0.329,91.4,0.00214,0.00136,101,Trung bình
6.87,106.1,205.7,0.519,58.7,0.00609,0.00041,24,Tốt
7.29,391.9,158.8,0.626,379.1,0.00057,0.00103,23,Trung bình
6.99,396.5,754.6,1.175,293.7,0.0052,0.00059,15,Trung bình
6.91,117.3,334.4,1.941,157.6,0.0061,0.00123,12,Tốt
8.87,145.7,445.6,0.945,139.1,0.01197,0.00376,17,Trung bình
7.87,175.4,206.0,0.633,53.8,0.0019,0.00052,1,Tốt
7.53,169.2,137.8,1.977,1266.0,0.00287,0.00101,595,Nguy hiểm
10.09,534.4,2045.1,1.06,43.4,0.00231,0.00093,3,Kém
7.16,180.7,350.6,1.842,829.3,0.01835,0.00103,760,Kém
7.11,184.1,236.7,1.642,167.4,0.00111,0.00146,16,Tốt
